0,2883,0.0000,0.0
2,2881,5.5340,4.0
4,2874,24.5967,18.0
6,2866,51.1776,34.0
8,2857,76.9426,52.0
10,2849,103.3184,68.0
12,2841,131.5371,85.0
14,2826,180.0178,116.5
16,2808,240.7764,154.5
18,2794,291.3014,185.5
20,2782,336.6281,212.0
22,2767,392.8592,246.0
24,2755,441.3134,273.5
26,2741,497.2907,305.5
28,2726,556.1110,340.0
30,2712,613.6513,373.5
32,2699,672.5969,405.0
34,2688,723.0868,432.5
36,2667,771.4902,455.5
